,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,behavior_type
131,0.3539963547995139,0.1300121506682867,823.0,17481,0,1.0,1.0,107.0,0,1
132,0.0001465517241379,0.0086206896551724,116.0,2,0,102.0,1.0,1.0,0,1
133,0.794273622047244,0.2125984251968504,254.0,12105,0,2.0,1.0,54.0,0,1
134,4.066620689655172,0.6206896551724138,29.0,7076,0,1.0,1.0,18.0,0,1
135,0.002,1.0,3.0,1,0,1.0,1.0,3.0,0,1
136,9.15025,0.5,4.0,2197,0,1.0,1.0,2.0,0,1
137,0.4088073394495413,0.4128440366972477,109.0,2674,0,3.0,1.0,45.0,0,1
138,1.681277777777778,0.6666666666666666,18.0,1816,0,1.0,1.0,12.0,0,1
139,0.336,1.0,4.0,81,0,1.0,1.0,4.0,0,1
140,0.9861428571428572,1.0,7.0,415,0,1.0,1.0,7.0,0,1
141,0.5029166666666667,0.6666666666666666,12.0,363,0,1.0,1.0,8.0,0,1
142,4.639466321243524,0.1917098445595854,193.0,53726,0,1.0,1.0,37.0,0,1
143,2.0838534482758617,0.293103448275862,58.0,7252,0,2.0,1.0,17.0,0,1
144,13.853911917098443,0.3005181347150259,193.0,160429,0,1.0,1.0,58.0,0,1
145,6.887404761904762,0.369047619047619,84.0,34713,0,1.0,1.0,31.0,0,1
146,15.877640776699028,0.1359223300970873,103.0,98124,0,1.0,1.0,14.0,0,1
147,6.897158620689655,0.2344827586206896,145.0,60006,0,1.0,1.0,34.0,0,1
148,4.769888888888889,0.4666666666666667,45.0,12879,0,1.0,1.0,21.0,0,1
149,0.5243333333333333,1.0,3.0,95,0,1.0,1.0,3.0,0,1
150,53.8856,0.2,15.0,48498,0,1.0,1.0,3.0,0,1
151,4.4593,0.168,125.0,33445,0,1.0,1.0,21.0,0,1
152,11.65125,0.5,4.0,2797,0,1.0,1.0,2.0,0,1
153,2.3421,0.2448275862068965,290.0,40753,0,2.0,1.0,71.0,0,1
154,2.291875,0.75,12.0,1651,0,2.0,1.0,9.0,0,1
155,0.4111,1.0,10.0,247,0,1.0,1.0,10.0,0,1
156,0.2355,1.0,4.0,57,0,1.0,1.0,4.0,0,1
157,0.3614166666666666,0.25,12.0,261,0,2.0,1.0,3.0,0,1
158,2.0385,0.625,8.0,979,0,2.0,1.0,5.0,0,1
159,23.74855813953489,0.3953488372093023,86.0,122543,0,1.0,1.0,34.0,0,1
160,1.6485188679245282,0.2264150943396226,53.0,5243,0,2.0,1.0,12.0,0,1
161,4.711874045801526,0.1730279898218829,393.0,111106,0,1.0,1.0,68.0,0,1
162,4.1761875,0.625,16.0,4010,0,1.0,1.0,10.0,0,1
163,5.36409947643979,0.2722513089005235,191.0,61473,0,1.0,1.0,52.0,0,1
164,0.0073333333333333,1.0,3.0,2,0,1.0,1.0,3.0,0,1
165,0.6162000000000001,1.0,5.0,185,0,1.0,1.0,5.0,0,1
166,46.97833333333334,1.0,3.0,8457,0,1.0,1.0,3.0,0,1
167,5.927178111587983,0.0901287553648068,233.0,82862,0,1.0,1.0,21.0,0,1
168,14.0018,0.4727272727272727,55.0,46206,0,1.0,1.0,26.0,0,1
169,2.2897637931034485,0.1862068965517241,290.0,39842,0,2.0,1.0,54.0,0,1
170,0.01,1.0,2.0,2,0,2.0,1.0,2.0,0,1
171,0.0041666666666666,0.6666666666666666,6.0,2,0,6.0,1.0,4.0,0,1
172,0.2178676470588235,0.6470588235294118,34.0,445,0,2.0,1.0,22.0,0,1
173,26.072464705882357,0.2117647058823529,85.0,132970,0,1.0,1.0,18.0,0,1
174,12.31175,0.4318181818181818,44.0,32504,0,1.0,1.0,19.0,0,1
175,0.1039166666666666,0.8333333333333334,12.0,75,0,1.0,1.0,10.0,0,1
176,5.241904761904761,0.6428571428571429,42.0,13210,0,1.0,1.0,27.0,0,1
177,86.09819999999999,0.2333333333333333,30.0,154977,0,1.0,1.0,7.0,0,1
178,0.4008085991678224,0.1054091539528432,721.0,17339,0,2.0,1.0,76.0,0,1
179,0.0576666666666666,0.6666666666666666,9.0,32,0,1.0,1.0,6.0,0,1
180,1.717791411042945e-05,0.0085889570552147,815.0,1,2,617.0,1.0,7.0,0,1
181,5.393901234567901,0.1172839506172839,162.0,52429,0,1.0,1.0,19.0,0,1
182,65.16456756756757,0.5675675675675675,37.0,144666,0,1.0,1.0,21.0,0,1
183,132.99266666666665,1.0,6.0,47878,0,1.0,1.0,6.0,0,1
184,4.912501432664756,0.1891117478510028,349.0,102868,0,1.0,1.0,66.0,0,1
185,9.963768115942029e-05,0.0797101449275362,3.1724137931034484,2,0,192.0,87.0,22.0,0,1
186,0.0175,1.0,4.0,5,0,1.0,1.0,4.0,0,1
187,0.6872395833333333,0.25,48.0,1980,0,6.0,1.0,12.0,0,1
188,0.0093,0.3,10.0,6,0,1.0,1.0,3.0,0,1
189,10.684894736842104,0.2631578947368421,19.0,12181,0,1.0,1.0,5.0,0,1
190,11.268795454545456,0.4318181818181818,44.0,29750,0,1.0,1.0,19.0,0,1
191,0.1086666666666666,1.0,3.0,20,0,1.0,1.0,3.0,0,1
192,38.5628,0.6,10.0,23138,0,1.0,1.0,6.0,0,1
193,1.64735,0.1833333333333333,60.0,5931,0,1.0,1.0,11.0,0,1
194,2.4984545454545457,0.8181818181818182,11.0,1649,0,1.0,1.0,9.0,0,1
195,0.3838275862068965,0.4137931034482758,58.0,1336,0,1.0,1.0,24.0,0,1
196,0.4741092077087794,0.1199143468950749,934.0,26570,0,2.0,1.0,112.0,0,1
197,0.9937722772277228,0.2013201320132013,303.0,18067,0,2.0,1.0,61.0,0,1
198,3.278688524590164e-05,0.0339578454332552,94.88888888888889,2,0,854.0,9.0,29.0,0,1
199,0.023,1.0,2.0,3,0,1.0,1.0,2.0,0,1
200,12.2744375,0.5,16.0,11784,0,1.0,1.0,8.0,0,1
201,12.937793969849247,0.3115577889447236,199.0,154478,0,1.0,1.0,62.0,0,1
202,13.497666666666666,0.4,15.0,12148,0,1.0,1.0,6.0,0,1
203,21.299783783783784,0.4594594594594595,37.0,47286,0,1.0,1.0,17.0,0,1
204,34.605444444444444,0.7777777777777778,9.0,18687,0,1.0,1.0,7.0,0,1
205,1.096833333333333,0.6666666666666666,6.0,395,0,1.0,1.0,4.0,0,1
206,151.52633333333335,0.1666666666666666,6.0,54550,0,1.0,1.0,1.0,0,1
207,0.0816666666666666,1.0,3.0,15,0,1.0,1.0,3.0,0,1
208,0.0010833333333333,0.3333333333333333,6.0,1,0,6.0,1.0,2.0,0,1
209,0.0076666666666666,1.0,3.0,2,0,3.0,1.0,3.0,0,1
210,4.876,0.6875,16.0,4681,0,1.0,1.0,11.0,0,1
211,6.752727272727273,0.8181818181818182,11.0,4457,0,1.0,1.0,9.0,0,1
212,0.1176,0.75,20.0,142,0,1.0,1.0,15.0,0,1
213,18.48415384615385,0.5384615384615384,26.0,28836,0,1.0,1.0,14.0,0,1
214,16.402,1.0,3.0,2953,0,1.0,1.0,3.0,0,1
215,0.0006666666666666,1.0,3.0,1,0,1.0,1.0,3.0,0,1
216,10.616642857142857,0.4285714285714285,35.0,22295,0,2.0,1.0,15.0,0,1
217,0.0001052631578947,0.0526315789473684,14.25,1,0,57.0,4.0,3.0,0,1
218,3.2603235294117647,0.2823529411764706,85.0,16628,0,2.0,1.0,24.0,0,1
219,22.822526315789474,0.3947368421052631,38.0,52036,0,1.0,1.0,15.0,0,1
220,4.1039671682626536e-05,0.0341997264021887,81.22222222222223,2,0,731.0,9.0,25.0,0,1
221,1.7402445054945055,0.1456043956043956,364.0,38007,0,1.0,1.0,53.0,0,1
222,16.586777777777776,0.4444444444444444,9.0,8957,0,1.0,1.0,4.0,0,1
223,0.1678333333333333,0.6666666666666666,3.0,31,0,2.0,1.0,2.0,0,1
224,0.0213846153846153,0.7692307692307693,13.0,17,0,3.0,1.0,10.0,0,1
225,0.6131384711779448,0.0964912280701754,798.0,29358,0,1.0,1.0,77.0,0,1
226,7.5195,0.5,32.0,14438,0,1.0,1.0,16.0,0,1
227,35.59380769230769,0.5,26.0,55527,0,1.0,1.0,13.0,0,1
228,0.3956666666666666,0.8333333333333334,6.0,143,0,1.0,1.0,5.0,0,1
229,0.0305,1.0,2.0,4,2,1.0,1.0,2.0,0,1
230,8.131615384615385,0.1282051282051282,39.0,19028,0,1.0,1.0,5.0,0,1
231,0.0943333333333333,0.5,6.0,34,0,1.0,1.0,3.0,0,1
232,0.5126208333333333,0.1458333333333333,240.0,7382,0,2.0,1.0,35.0,0,1
233,3.978657894736842,0.6052631578947368,38.0,9072,0,1.0,1.0,23.0,0,1
234,0.0036875,0.875,8.0,2,0,4.0,1.0,7.0,0,1
235,3.601895734597156e-05,0.0284360189573459,117.22222222222224,3,0,1055.0,9.0,30.0,0,1
236,0.0335,1.0,2.0,5,2,1.0,1.0,2.0,0,1
237,12.21296,0.1,200.0,146556,0,1.0,1.0,20.0,0,1
238,4.213191358024691,0.3703703703703703,81.0,20477,0,1.0,1.0,30.0,0,1
239,0.5792666666666666,0.7333333333333333,15.0,522,0,1.0,1.0,11.0,0,1
240,9.67741935483871e-05,0.064516129032258,12.4,1,0,62.0,5.0,4.0,0,1
241,19.66425,0.625,8.0,9439,0,1.0,1.0,5.0,0,1
242,0.3409594594594595,0.3648648648648648,74.0,1514,0,1.0,1.0,27.0,0,1
243,0.013,1.0,3.0,3,0,1.0,1.0,3.0,0,1
244,0.7092249388753056,0.1760391198044009,409.0,17405,0,1.0,1.0,72.0,0,1
245,0.6007391304347827,0.5652173913043478,23.0,830,0,1.0,1.0,13.0,0,1
246,1.6707950391644908,0.1122715404699739,383.0,38395,0,1.0,1.0,43.0,0,1
247,0.0135,0.5,4.0,4,0,2.0,1.0,2.0,0,1
248,0.4870028818443804,0.1181556195965417,347.0,10140,0,2.0,1.0,41.0,0,1
249,3.725677419354839,0.2193548387096774,155.0,34649,2,1.0,1.0,34.0,0,1
250,1.1720608695652175,0.2869565217391304,115.0,8088,0,2.0,1.0,33.0,0,1
251,0.953181818181818,0.2015810276679842,253.0,14470,0,2.0,1.0,51.0,0,1
252,15.636,1.0,4.0,3753,0,2.0,1.0,4.0,0,1
253,0.18975,0.59375,32.0,365,0,1.0,1.0,19.0,0,1
254,5.122100323624595,0.1618122977346278,309.0,94964,0,2.0,1.0,50.0,0,1
255,0.0007833333333333,0.5,30.0,2,0,20.0,1.0,15.0,0,1
256,1.4016335616438358,0.2397260273972602,292.0,24557,0,2.0,1.0,70.0,0,1
257,75.9902,0.3,10.0,45595,0,1.0,1.0,3.0,0,1
258,15.644183098591547,0.3591549295774648,142.0,133289,0,1.0,1.0,51.0,0,1
259,0.2317272727272727,0.8181818181818182,11.0,153,0,1.0,1.0,9.0,0,1
260,0.0144347826086956,0.0869565217391304,23.0,20,0,23.0,1.0,2.0,0,1
261,3.4678571428571425,0.2222222222222222,63.0,13109,0,1.0,1.0,14.0,0,1
262,0.00475,0.5,2.0,1,0,2.0,1.0,1.0,0,1
263,0.7004,1.0,5.0,211,0,1.0,1.0,5.0,0,1
264,1.3102727272727273,1.0,11.0,865,0,1.0,1.0,11.0,0,1
265,2.805333333333333,0.2982456140350877,57.0,9595,0,1.0,1.0,17.0,0,1
266,1.0546666666666666,0.7777777777777778,9.0,570,0,1.0,1.0,7.0,0,1
267,4.810503424657534,0.1404109589041096,292.0,84281,0,1.0,1.0,41.0,0,1
268,0.1980051605504587,0.0619266055045871,1744.0,20720,0,2.0,1.0,108.0,0,1
269,0.3285882352941176,1.0,17.0,336,0,1.0,1.0,17.0,0,1
270,2.318860465116279,0.2558139534883721,43.0,5983,0,1.0,1.0,11.0,0,1
271,0.5537000000000001,0.8,10.0,333,0,1.0,1.0,8.0,0,1
272,4.2143113207547165,0.2641509433962264,53.0,13402,0,2.0,1.0,14.0,0,1
273,0.74975,0.75,16.0,720,0,1.0,1.0,12.0,0,1
274,1.2302928571428573,0.069047619047619,420.0,31004,0,1.0,1.0,29.0,0,1
275,2.2872857142857144,0.8571428571428571,7.0,961,0,1.0,1.0,6.0,0,1
276,54.161567567567566,0.5675675675675675,37.0,120239,0,1.0,1.0,21.0,0,1
277,3.805953125,0.46875,32.0,7308,0,2.0,1.0,15.0,0,1
278,3.21325,0.375,32.0,6170,0,1.0,1.0,12.0,0,1
279,0.0095,0.5,3.0,4,0,3.0,2.0,3.0,0,1
280,0.0003599999999999,0.2266666666666666,75.0,2,0,47.0,1.0,17.0,0,1
281,7.264410714285715,0.1904761904761904,168.0,73226,0,1.0,1.0,32.0,0,1
282,22.1156,1.0,5.0,6635,0,1.0,1.0,5.0,0,1
283,8.687545454545454,0.6818181818181818,22.0,11468,0,2.0,1.0,15.0,0,1
284,0.90275,1.0,4.0,217,2,1.0,1.0,4.0,0,1
285,57.77536065573771,0.4918032786885246,61.0,211458,0,1.0,1.0,30.0,0,1
286,0.0053125,0.25,2.6666666666666665,3,0,4.0,3.0,2.0,0,1
287,4.500477832512315,0.2463054187192118,203.0,54816,0,1.0,1.0,50.0,0,1
288,2.652953488372093,0.3255813953488372,86.0,13690,0,1.0,1.0,28.0,0,1
289,5.47075,1.0,4.0,1313,0,1.0,1.0,4.0,0,1
290,0.4804239130434782,0.5652173913043478,46.0,1326,0,2.0,1.0,26.0,0,1
291,5.354812949640288,0.237410071942446,139.0,44660,0,1.0,1.0,33.0,0,1
292,0.02425,1.0,4.0,6,0,1.0,1.0,4.0,0,1
293,0.0021707964601769,0.0566371681415929,35.3125,74,0,66.0,16.0,32.0,0,1
294,2.625221666666667,0.19,300.0,47254,0,1.0,1.0,57.0,0,1
295,1.5806255319148936,0.1234042553191489,235.0,22287,0,2.0,1.0,29.0,0,1
296,51.86020588235294,0.5588235294117647,34.0,105795,0,1.0,1.0,19.0,0,1
297,1.556090909090909,0.7272727272727273,11.0,1028,0,1.0,1.0,8.0,0,1
298,1.162148148148148,0.4259259259259259,54.0,3766,0,1.0,1.0,23.0,0,1
299,122.04442647058823,0.0588235294117647,68.0,497942,0,1.0,1.0,4.0,0,1
300,3.417041095890411,0.3287671232876712,73.0,14967,0,1.0,1.0,24.0,0,1
301,0.8228,0.8,10.0,494,0,1.0,1.0,8.0,0,1
302,6.7585,1.0,2.0,812,0,1.0,1.0,2.0,0,1
303,4.36675,1.0,4.0,1049,0,1.0,1.0,4.0,0,1
304,1.4197142857142857,0.5714285714285714,7.0,597,0,1.0,1.0,4.0,0,1
305,3.4534311926605508,0.2385321100917431,109.0,22586,0,1.0,1.0,26.0,0,1
306,4.926266666666667,0.5,30.0,8868,0,3.0,1.0,15.0,0,1
307,4.022333333333333,0.4166666666666667,12.0,2897,0,1.0,1.0,5.0,0,1
308,0.0283333333333333,1.0,3.0,6,0,1.0,1.0,3.0,0,1
309,13.64065811965812,0.2222222222222222,117.0,95758,0,1.0,1.0,26.0,0,1
310,1.45,1.0,5.0,435,0,1.0,1.0,5.0,0,1
311,0.5926315789473684,0.631578947368421,19.0,676,0,1.0,1.0,12.0,0,1
312,1.538,0.6666666666666666,9.0,831,0,3.0,1.0,6.0,0,1
313,4.454,0.75,8.0,2138,0,1.0,1.0,6.0,0,1
314,9.132,0.6666666666666666,6.0,3288,0,1.0,1.0,4.0,0,1
315,87.16883333333332,0.3333333333333333,6.0,31381,0,1.0,1.0,2.0,0,1
316,0.0073333333333333,1.0,3.0,2,0,3.0,1.0,3.0,0,1
317,4.751979166666667,0.2416666666666666,120.0,34215,0,2.0,1.0,29.0,0,1
318,4.596945652173913,0.4456521739130434,92.0,25376,0,1.0,1.0,41.0,0,1
319,0.15675,0.5,2.0,19,0,2.0,1.0,1.0,0,1
320,0.0016363636363636,1.0,11.0,2,0,11.0,1.0,11.0,0,1
321,1.2673636363636362,0.8181818181818182,11.0,837,2,1.0,1.0,9.0,0,1
322,1.23875,0.45,20.0,1487,0,1.0,1.0,9.0,0,1
323,1.2299797160243409,0.1257606490872211,493.0,36383,0,1.0,1.0,62.0,0,1
324,0.2673888888888889,0.7222222222222222,18.0,289,0,1.0,1.0,13.0,0,1
325,7.899779661016949,0.2203389830508474,118.0,55931,0,1.0,1.0,26.0,0,1
326,41.202375,0.75,8.0,19778,0,1.0,1.0,6.0,0,1
327,4.053840425531915,0.2659574468085106,94.0,22864,0,1.0,1.0,25.0,0,1
328,12.3772,0.6,5.0,3714,0,1.0,1.0,3.0,0,1
329,0.0133333333333333,1.0,3.0,3,0,3.0,1.0,3.0,0,1
330,11.781603658536586,0.2073170731707317,164.0,115931,2,1.0,1.0,34.0,0,1
331,0.7142999999999999,0.8,10.0,429,0,1.0,1.0,8.0,0,1
332,0.0995454545454545,0.8181818181818182,11.0,66,0,1.0,1.0,9.0,0,1
333,2.168428571428572,0.7142857142857143,14.0,1822,0,1.0,1.0,10.0,0,1
